instance_id,model,probe,probe_level,strategy,condition,metric_name,dim,rep,correct,error_type,final_answer,is_empty,evaluation_method,duration_s,output_len
v6_DeepSeek-V_L3_cot_standard_r1,DeepSeek-V4-Flash,Graded Commutator,3,cot,standard,minkowski_4,4,1,True,none,2 e_1 e_2 e_3 e_4,False,semantic_equivalent,99.8,1467
v6_Qwen3-14B_L2_cot_standard_r2,Qwen3-14B,Sandwich Product,2,cot,standard,minkowski_4,4,2,,uncertain,= (-1) * (-1) * (,False,uncertain,149.7,10438
v6_Qwen3-8B_L1_cot_standard_r1,Qwen3-8B,Position Sensitivity,1,cot,standard,minkowski_4,4,1,True,none,e_1 * e_2 * e_3,False,semantic_equivalent,153.8,1386
v6_DeepSeek-V_L4_cot_random_r0,DeepSeek-V3,Mixed Expansion,4,cot,random,minkowski_4,4,0,,uncertain,\text{FINAL ANSWER: } -TRI_{3} - STR_{4} + DIA_{2} * TRI_{3} * BLK_{1} + DIA_{2} * STR_{4} * BLK_{1},False,uncertain,32.6,2214
v6_DeepSeek-V_L4_cot_random_r1,DeepSeek-V3,Mixed Expansion,4,cot,random,minkowski_4,4,1,,uncertain,FINAL ANSWER: -TRI₃ - STR₄ + BLK₁ * DIA₂ * TRI₃ + BLK₁ * DIA₂ * STR₄,False,uncertain,33.9,1922
v6_DeepSeek-V_L4_cot_random_r2,DeepSeek-V3,Mixed Expansion,4,cot,random,minkowski_4,4,2,,uncertain,\text{FINAL ANSWER: } -TRI_{3} - STR_{4} + BLK_{1} * DIA_{2} * TRI_{3} + BLK_{1} * DIA_{2} * STR_{4},False,uncertain,37.6,2431
v6_DeepSeek-V_L2_cot_random_r0,DeepSeek-V4-Pro,Sandwich Product,2,cot,random,minkowski_4,4,0,True,none,DIA_{2} * TRI_{3},False,semantic_equivalent,73.5,1071
v6_MiniMax-M2_L2_cot_abstract_r1,MiniMax-M2.5,Sandwich Product,2,cot,abstract,minkowski_4,4,1,True,none,ω2 * ω3,False,semantic_equivalent,85.9,1658
v6_DeepSeek-V_L2_cot_random_r2,DeepSeek-V4-Pro,Sandwich Product,2,cot,random,minkowski_4,4,2,True,none,DIA_{2} * TRI_{3},False,semantic_equivalent,42.4,930
v6_DeepSeek-V_L3_cot_standard_r0,DeepSeek-V4-Pro,Graded Commutator,3,cot,standard,minkowski_4,4,0,True,none,2 e₁ * e₂ * e₃ * e₄,False,semantic_equivalent,43.1,1409
v6_DeepSeek-V_L2_cot_random_r1,DeepSeek-V3.2,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,"**

\boxed{DIA_{2} * TRI_{3}}",False,semantic_equivalent,133.1,5926
v6_MiniMax-M2_L2_cot_standard_r2,MiniMax-M2.5,Sandwich Product,2,cot,standard,minkowski_4,4,2,True,none,e_2 * e_3,False,semantic_equivalent,114.9,1667
v6_Qwen3-8B_L1_cot_standard_r2,Qwen3-8B,Position Sensitivity,1,cot,standard,minkowski_4,4,2,True,none,e_1 * e_2 * e_3,False,semantic_equivalent,154.8,1311
v6_DeepSeek-V_L3_cot_abstract_r1,DeepSeek-V3.2,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,"**  

\boxed{2 \omega_1 * \omega_2 * \omega_3 * \omega_4}",False,semantic_equivalent,84.7,4608
v6_MiniMax-M2_L2_cot_abstract_r2,MiniMax-M2.5,Sandwich Product,2,cot,abstract,minkowski_4,4,2,True,none,\omega_{2} * \omega_{3},False,semantic_equivalent,89.1,1114
v6_DeepSeek-V_L2_cot_abstract_r2,DeepSeek-V4-Pro,Sandwich Product,2,cot,abstract,minkowski_4,4,2,True,none,ω₂ * ω₃,False,semantic_equivalent,104.2,1324
v6_Qwen3-8B-L_L1_cot_abstract_r0,Qwen3-8B-Local,Position Sensitivity,1,cot,abstract,minkowski_4,4,0,True,none,\boxed{\omega_1 * \omega_2 * \omega_3},False,semantic_equivalent,211.1,1442
v6_Qwen3-14B_L2_cot_random_r1,Qwen3-14B,Sandwich Product,2,cot,random,minkowski_4,4,1,,uncertain,But we can now apply Axiom 3 to **DIA₂ * TRI₃** to see if we can relate it to a known value.,False,uncertain,135.6,12302
v6_Qwen3-14B_L2_cot_random_r0,Qwen3-14B,Sandwich Product,2,cot,random,minkowski_4,4,0,,uncertain,But we can now apply Axiom 3 to **DIA₂ * TRI₃** to see if we can relate it to a known value.,False,uncertain,135.6,12302
v6_Qwen3-32B_L2_cot_standard_r1,Qwen3-32B,Sandwich Product,2,cot,standard,minkowski_4,4,1,True,none,\boxed{e_2 \cdot e_3},False,semantic_equivalent,112.2,1834
v6_DeepSeek-V_L3_cot_random_r1,DeepSeek-V3.2,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,"**  

\boxed{2 \cdot \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4}}",False,semantic_equivalent,54.9,2740
v6_DeepSeek-V_L3_cot_abstract_r2,DeepSeek-V3.2,Graded Commutator,3,cot,abstract,minkowski_4,4,2,,uncertain,**,False,uncertain,76.3,4693
v6_MiniMax-M2_L1_cot_random_r0,MiniMax-M2.5,Position Sensitivity,1,cot,random,minkowski_4,4,0,True,none,BLK_{1} * DIA_{2} * TRI_{3},False,semantic_equivalent,207.8,1081
v6_GLM-Z1-9B-_L2_cot_standard_r0,GLM-Z1-9B-0414,Sandwich Product,2,cot,standard,minkowski_4,4,0,,uncertain,"**  
FINAL ANSWER: e₂ * e₃",False,uncertain,160.0,695
v6_DeepSeek-V_L3_cot_random_r0,DeepSeek-V3.2,Graded Commutator,3,cot,random,minkowski_4,4,0,,uncertain,"**  

2 \; \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4}",False,uncertain,75.0,4140
v6_DeepSeek-V_L2_cot_random_r1,DeepSeek-V4-Pro,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,** \text{DIA}_{2} * \text{TRI}_{3},False,semantic_equivalent,81.3,1384
v6_Qwen3-32B_L2_cot_standard_r0,Qwen3-32B,Sandwich Product,2,cot,standard,minkowski_4,4,0,True,none,e_2 e_3,False,semantic_equivalent,145.5,1316
v6_DeepSeek-V_L4_cot_standard_r0,DeepSeek-V3.2,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,"**

\boxed{- e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4}",False,semantic_equivalent,47.2,2272
v6_Qwen3-8B-L_L1_cot_abstract_r1,Qwen3-8B-Local,Position Sensitivity,1,cot,abstract,minkowski_4,4,1,True,none,\omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,234.1,1614
v6_GLM-Z1-9B-_L2_cot_standard_r2,GLM-Z1-9B-0414,Sandwich Product,2,cot,standard,minkowski_4,4,2,True,none,e_2 e_3,False,semantic_equivalent,165.9,947
v6_DeepSeek-V_L3_cot_standard_r1,DeepSeek-V4-Pro,Graded Commutator,3,cot,standard,minkowski_4,4,1,True,none,"**

A * B + B * A = 2 e_1 e_2 e_3 e_4",False,contains_gt,89.2,1642
v6_DeepSeek-V_L3_cot_standard_r2,DeepSeek-V4-Pro,Graded Commutator,3,cot,standard,minkowski_4,4,2,True,none,2 e₁ e₂ e₃ e₄,False,semantic_equivalent,55.5,1228
v6_DeepSeek-V_L3_cot_abstract_r2,DeepSeek-V4-Flash,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,"** 2 \, \omega_1 \omega_2 \omega_3 \omega_4",False,semantic_equivalent,75.2,1971
v6_DeepSeek-R_L1_cot_abstract_r0,DeepSeek-R1,Position Sensitivity,1,cot,abstract,minkowski_4,4,0,True,none,** \omega_{1} * \omega_{2} * \omega_{3},False,semantic_equivalent,143.3,3576
v6_DeepSeek-R_L1_cot_standard_r1,DeepSeek-R1,Position Sensitivity,1,cot,standard,minkowski_4,4,1,True,none,e_1 * e_2 * e_3,False,semantic_equivalent,175.5,2267
v6_DeepSeek-V_L3_cot_standard_r2,DeepSeek-V4-Flash,Graded Commutator,3,cot,standard,minkowski_4,4,2,True,none,** 2 e_1 e_2 e_3 e_4,False,semantic_equivalent,173.3,1119
v6_DeepSeek-V_L3_cot_random_r2,DeepSeek-V3.2,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,"**

\boxed{2\, \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4}}",False,semantic_equivalent,81.8,3720
v6_Qwen3-32B_L2_cot_standard_r2,Qwen3-32B,Sandwich Product,2,cot,standard,minkowski_4,4,2,True,none,\boxed{e_2 e_3},False,semantic_equivalent,116.8,1437
v6_MiniMax-M2_L2_cot_abstract_r0,MiniMax-M2.5,Sandwich Product,2,cot,abstract,minkowski_4,4,0,,uncertain,** \displaystyle \omega_{2} * \omega_{3},False,uncertain,164.9,1598
v6_Qwen3-32B_L1_cot_random_r2,Qwen3-32B,Position Sensitivity,1,cot,random,minkowski_4,4,2,True,none,\text{BLK}_1 * \text{DIA}_2 * \text{TRI}_3,False,semantic_equivalent,196.6,1430
v6_DeepSeek-R_L1_cot_standard_r0,DeepSeek-R1,Position Sensitivity,1,cot,standard,minkowski_4,4,0,True,none,e_1 * e_2 * e_3,False,semantic_equivalent,192.4,2008
v6_DeepSeek-V_L2_cot_abstract_r0,DeepSeek-V4-Flash,Sandwich Product,2,cot,abstract,minkowski_4,4,0,True,none,ω_{2} * ω_{3},False,semantic_equivalent,250.2,1067
v6_DeepSeek-V_L4_cot_standard_r2,DeepSeek-V3.2,Mixed Expansion,4,cot,standard,minkowski_4,4,2,True,none,"**

\boxed{- e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4}",False,semantic_equivalent,47.7,2251
v6_DeepSeek-V_L4_cot_standard_r1,DeepSeek-V3.2,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,"**  

-e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4",False,semantic_equivalent,70.2,2403
v6_DeepSeek-V_L3_cot_abstract_r0,DeepSeek-V4-Pro,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,2 ω₁ * ω₂ * ω₃ * ω₄**,False,semantic_equivalent,80.5,1389
v6_Qwen3-32B_L1_cot_abstract_r0,Qwen3-32B,Position Sensitivity,1,cot,abstract,minkowski_4,4,0,True,none,\omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,267.9,1831
v6_MiniMax-M2_L2_cot_random_r2,MiniMax-M2.5,Sandwich Product,2,cot,random,minkowski_4,4,2,True,none,DIA_{2} * TRI_{3},False,semantic_equivalent,79.7,1000
v6_DeepSeek-V_L3_cot_random_r0,DeepSeek-V4-Flash,Graded Commutator,3,cot,random,minkowski_4,4,0,True,none,2 * BLK₁ * DIA₂ * TRI₃ * STR₄,False,semantic_equivalent,48.5,1447
v6_DeepSeek-R_L1_cot_abstract_r2,DeepSeek-R1,Position Sensitivity,1,cot,abstract,minkowski_4,4,2,True,none,** \omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,164.3,2800
v6_DeepSeek-V_L4_cot_abstract_r1,DeepSeek-V3.2,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,,uncertain,**,False,uncertain,82.5,3662
v6_Qwen3-8B-L_L1_cot_random_r0,Qwen3-8B-Local,Position Sensitivity,1,cot,random,minkowski_4,4,0,,empty_output,,True,empty,278.0,0
v6_DeepSeek-R_L1_cot_abstract_r1,DeepSeek-R1,Position Sensitivity,1,cot,abstract,minkowski_4,4,1,True,none,ω₁ * ω₂ * ω₃,False,semantic_equivalent,180.4,2155
v6_DeepSeek-V_L4_cot_abstract_r0,DeepSeek-V3.2,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,"**  

\boxed{-\omega_3 - \omega_4 + \omega_1 * \omega_2 * \omega_3 + \omega_1 * \omega_2 * \omega_4}",False,semantic_equivalent,89.8,3879
v6_MiniMax-M2_L2_cot_random_r0,MiniMax-M2.5,Sandwich Product,2,cot,random,minkowski_4,4,0,True,none,\text{DIA}_{2} * \text{TRI}_{3},False,semantic_equivalent,120.9,1675
v6_Qwen3-8B_L1_cot_abstract_r2,Qwen3-8B,Position Sensitivity,1,cot,abstract,minkowski_4,4,2,True,none,\omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,181.7,1585
v6_DeepSeek-V_L3_cot_random_r1,DeepSeek-V4-Flash,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,"**  
 2 \cdot (\text{BLK}_1 * \text{DIA}_2 * \text{TRI}_3 * \text{STR}_4)",False,semantic_equivalent,63.0,1788
v6_DeepSeek-V_L3_cot_random_r0,DeepSeek-V4-Pro,Graded Commutator,3,cot,random,minkowski_4,4,0,True,none,"**  

2 \, (BLK_{1} * DIA_{2} * TRI_{3} * STR_{4})",False,semantic_equivalent,87.3,1656
v6_DeepSeek-R_L1_cot_standard_r2,DeepSeek-R1,Position Sensitivity,1,cot,standard,minkowski_4,4,2,True,none,\boxed{e_{1} * e_{2} * e_{3}},False,semantic_equivalent,229.4,2486
v6_GLM-Z1-9B-_L2_cot_abstract_r2,GLM-Z1-9B-0414,Sandwich Product,2,cot,abstract,minkowski_4,4,2,True,none,\boxed{\omega_{2}\omega_{3}},False,semantic_equivalent,216.4,1717
v6_GLM-Z1-9B-_L2_cot_abstract_r0,GLM-Z1-9B-0414,Sandwich Product,2,cot,abstract,minkowski_4,4,0,True,none,\boxed{\omega_2 * \omega_3},False,semantic_equivalent,235.5,1045
v6_DeepSeek-V_L3_cot_abstract_r1,DeepSeek-V4-Pro,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,** 2 ω₁ * ω₂ * ω₃ * ω₄,False,semantic_equivalent,127.0,1369
v6_DeepSeek-V_L4_cot_standard_r0,DeepSeek-V4-Pro,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,e_1 e_2 e_3 + e_1 e_2 e_4 - e_3 - e_4,False,semantic_equivalent,54.8,2070
v6_Qwen3-14B_L3_cot_standard_r0,Qwen3-14B,Graded Commutator,3,cot,standard,minkowski_4,4,0,,uncertain,e_2 \cdot e_1 \cdot e_4 \cdot e_3 = (-e_1 \cdot e_2) \cdot (-e_3 \cdot e_4) = e_1 \cdot e_2 \,False,uncertain,203.0,9442
v6_Qwen3-14B_L3_cot_standard_r1,Qwen3-14B,Graded Commutator,3,cot,standard,minkowski_4,4,1,,uncertain,- $ e_2 \cdot e_4 = -e_4 \cdot,False,uncertain,202.9,8831
v6_MiniMax-M2_L2_cot_random_r1,MiniMax-M2.5,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,DIA_{2} * TRI_{3},False,semantic_equivalent,136.9,1945
v6_Qwen3-14B_L3_cot_abstract_r0,Qwen3-14B,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,2(\omega_1 * \omega_2 * \omega_3 * \omega_4),False,semantic_equivalent,155.3,7747
v6_DeepSeek-V_L3_cot_random_r1,DeepSeek-V4-Pro,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,"**  
2 * BLK₁ * DIA₂ * TRI₃ * STR₄",False,semantic_equivalent,91.5,1866
v6_Qwen3-14B_L3_cot_standard_r2,Qwen3-14B,Graded Commutator,3,cot,standard,minkowski_4,4,2,,uncertain,-e_1 \cdot e_2 \cdot e_3 \cdot e_4,False,uncertain,202.6,8701
v6_DeepSeek-V_L4_cot_random_r2,DeepSeek-V3.2,Mixed Expansion,4,cot,random,minkowski_4,4,2,True,none,"**  

\boxed{- TRI_{3} - STR_{4} + BLK_{1} * DIA_{2} * TRI_{3} + BLK_{1} * DIA_{2} * STR_{4}}",False,semantic_equivalent,65.7,3607
v6_DeepSeek-V_L4_cot_standard_r0,DeepSeek-V4-Flash,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,** -e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4,False,semantic_equivalent,44.4,1544
v6_Qwen3-8B-L_L1_cot_random_r1,Qwen3-8B-Local,Position Sensitivity,1,cot,random,minkowski_4,4,1,True,none,"**  
**BLK_{1} * DIA_{2} * TRI_{3}**",False,semantic_equivalent,293.6,1346
v6_MiniMax-M2_L3_cot_standard_r0,MiniMax-M2.5,Graded Commutator,3,cot,standard,minkowski_4,4,0,True,none,2 e1 e2 e3 e4,False,semantic_equivalent,117.6,1310
v6_DeepSeek-V_L4_cot_random_r0,DeepSeek-V3.2,Mixed Expansion,4,cot,random,minkowski_4,4,0,,uncertain,**,False,uncertain,87.3,3423
v6_DeepSeek-V_L4_cot_standard_r1,DeepSeek-V4-Flash,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,"**  
-e₃ - e₄ + e₁e₂e₃ + e₁e₂e₄",False,semantic_equivalent,25.9,1508
v6_Qwen3-32B_L1_cot_random_r0,Qwen3-32B,Position Sensitivity,1,cot,random,minkowski_4,4,0,True,none,\text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3},False,semantic_equivalent,292.2,1409
v6_MiniMax-M2_L1_cot_abstract_r1,MiniMax-M2.5,Position Sensitivity,1,cot,abstract,minkowski_4,4,1,True,none,** \displaystyle \omega_{1} * \omega_{2} * \omega_{3},False,contains_gt,36.6,1637
v6_DeepSeek-V_L4_cot_random_r1,DeepSeek-V3.2,Mixed Expansion,4,cot,random,minkowski_4,4,1,,uncertain,**,False,uncertain,82.5,4024
v6_DeepSeek-R_L1_cot_random_r1,DeepSeek-R1,Position Sensitivity,1,cot,random,minkowski_4,4,1,True,none,BLK_{1} * DIA_{2} * TRI_{3}**,False,semantic_equivalent,99.5,1862
v6_DeepSeek-V_L4_cot_abstract_r2,DeepSeek-V3.2,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,True,none,"**

\boxed{-\omega_3 - \omega_4 + \omega_1 \omega_2 \omega_3 + \omega_1 \omega_2 \omega_4}",False,semantic_equivalent,108.9,5128
v6_DeepSeek-V_L3_cot_abstract_r1,DeepSeek-V4-Flash,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,"** 2 \, \omega_1 \omega_2 \omega_3 \omega_4",False,semantic_equivalent,232.9,2262
v6_Qwen3-14B_L3_cot_abstract_r1,Qwen3-14B,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,} 2(\omega_1 * \omega_2 * \omega_3 * \omega_4),False,semantic_equivalent,140.6,5628
v6_Qwen3-14B_L3_cot_abstract_r2,Qwen3-14B,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,} 2(\omega_1 * \omega_2 * \omega_3 * \omega_4),False,semantic_equivalent,140.6,5628
v6_DeepSeek-V_L3_cot_abstract_r2,DeepSeek-V4-Pro,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,2 ω₁ * ω₂ * ω₃ * ω₄**,False,semantic_equivalent,154.1,1334
v6_MiniMax-M2_L3_cot_standard_r2,MiniMax-M2.5,Graded Commutator,3,cot,standard,minkowski_4,4,2,True,none,2 e1 e2 e3 e4,False,semantic_equivalent,78.2,1628
v6_GLM-Z1-9B-_L2_cot_random_r1,GLM-Z1-9B-0414,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,DIA₂ * TRI₃,False,semantic_equivalent,152.0,928
v6_MiniMax-M2_L3_cot_standard_r1,MiniMax-M2.5,Graded Commutator,3,cot,standard,minkowski_4,4,1,True,none,2 e1 e2 e3 e4,False,semantic_equivalent,121.0,1018
v6_DeepSeek-V_L4_cot_standard_r1,DeepSeek-V4-Pro,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,"**

-e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4",False,semantic_equivalent,66.1,1931
v6_DeepSeek-R_L1_cot_random_r2,DeepSeek-R1,Position Sensitivity,1,cot,random,minkowski_4,4,2,True,none,BLK_{1} * DIA_{2} * TRI_{3},False,semantic_equivalent,126.1,1468
v6_DeepSeek-V_L4_cot_standard_r2,DeepSeek-V4-Pro,Mixed Expansion,4,cot,standard,minkowski_4,4,2,True,none,"**

-e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4",False,semantic_equivalent,63.7,1695
v6_GLM-Z1-9B-_L2_cot_random_r0,GLM-Z1-9B-0414,Sandwich Product,2,cot,random,minkowski_4,4,0,True,none,DIA₂ * TRI₃,False,semantic_equivalent,226.0,1084
v6_Qwen3-14B_L4_cot_standard_r0,Qwen3-14B,Mixed Expansion,4,cot,standard,minkowski_4,4,0,,uncertain,**,False,uncertain,48.4,3914
v6_DeepSeek-V_L3_cot_random_r2,DeepSeek-V4-Pro,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,"**

\boxed{2 \cdot (\text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4})}",False,semantic_equivalent,150.6,2666
v6_Qwen3-8B_L1_cot_random_r1,Qwen3-8B,Position Sensitivity,1,cot,random,minkowski_4,4,1,True,none,BLK_{1} * DIA_{2} * TRI_{3},False,semantic_equivalent,215.1,1524
v6_Qwen3-14B_L4_cot_standard_r2,Qwen3-14B,Mixed Expansion,4,cot,standard,minkowski_4,4,2,True,none,"**

- e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4",False,semantic_equivalent,44.9,3337
v6_Qwen3-8B-L_L2_cot_standard_r0,Qwen3-8B-Local,Sandwich Product,2,cot,standard,minkowski_4,4,0,,empty_output,,True,empty,298.4,0
v6_DeepSeek-R_L1_cot_random_r0,DeepSeek-R1,Position Sensitivity,1,cot,random,minkowski_4,4,0,True,none,"**  
BLK_{1} * DIA_{2} * TRI_{3}",False,semantic_equivalent,175.7,1809
v6_Qwen3-14B_L3_cot_random_r0,Qwen3-14B,Graded Commutator,3,cot,random,minkowski_4,4,0,,uncertain,-2,False,uncertain,98.6,8105
v6_MiniMax-M2_L3_cot_abstract_r1,MiniMax-M2.5,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,** 2 ω₁ * ω₂ * ω₃ * ω₄,False,semantic_equivalent,98.2,1539
v6_MiniMax-M2_L3_cot_abstract_r2,MiniMax-M2.5,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,"** 2\,\omega_{1}*\omega_{2}*\omega_{3}*\omega_{4} (i.e. 2A*B).",False,contains_gt,96.8,1745
v6_MiniMax-M2_L3_cot_abstract_r0,MiniMax-M2.5,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,"** 2\,\omega_1 * \omega_2 * \omega_3 * \omega_4",False,semantic_equivalent,133.1,1635
v6_Qwen3-14B_L4_cot_abstract_r0,Qwen3-14B,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,,uncertain,**,False,uncertain,63.2,4842
v6_Qwen3-14B_L4_cot_abstract_r1,Qwen3-14B,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,,uncertain,"**
**ω₃ + ω₄ + ω₁ * ω₂ * ω₃ + ω₁ * ω₂ * ω₄**",False,uncertain,52.2,4043
v6_Qwen3-14B_L4_cot_standard_r1,Qwen3-14B,Mixed Expansion,4,cot,standard,minkowski_4,4,1,,uncertain,**,False,uncertain,99.2,6521
v6_Qwen3-32B_L2_cot_abstract_r1,Qwen3-32B,Sandwich Product,2,cot,abstract,minkowski_4,4,1,True,none,\omega_2 * \omega_3,False,semantic_equivalent,223.1,2133
v6_DeepSeek-V_L3_cot_abstract_r0,DeepSeek-V4-Flash,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,** 2 \omega_1 \omega_2 \omega_3 \omega_4,False,semantic_equivalent,51.5,1750
v6_Qwen3-14B_L3_cot_random_r1,Qwen3-14B,Graded Commutator,3,cot,random,minkowski_4,4,1,,uncertain,B * A = b a (\text{TRI}_3 * \text{STR}_4 * \text{BLK}_1 * \text{DIA}_2),False,uncertain,137.4,10143
v6_DeepSeek-V_L4_cot_abstract_r1,DeepSeek-V4-Pro,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,True,none,"**
–ω₃ – ω₄ + ω₁*ω₂*ω₃ + ω₁*ω₂*ω₄",False,semantic_equivalent,135.2,1659
v6_Qwen3-14B_L3_cot_random_r2,Qwen3-14B,Graded Commutator,3,cot,random,minkowski_4,4,2,,uncertain,\text{Value}(S_i * S_j * S_k * S_l) = \Lambda(i) \cdot \Lambda(j) \cdot \Lambda(k) \cdot \Lambda(l),False,uncertain,137.3,11333
v6_MiniMax-M2_L3_cot_random_r0,MiniMax-M2.5,Graded Commutator,3,cot,random,minkowski_4,4,0,True,none,2 * (BLK_{1} * DIA_{2} * TRI_{3} * STR_{4}),False,semantic_equivalent,133.4,2095
v6_DeepSeek-V_L4_cot_standard_r2,DeepSeek-V4-Flash,Mixed Expansion,4,cot,standard,minkowski_4,4,2,True,none,e_1 e_2 e_3 + e_1 e_2 e_4 - e_3 - e_4,False,semantic_equivalent,142.7,1671
v6_DeepSeek-V_L4_cot_abstract_r0,DeepSeek-V4-Pro,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,"**  

-\omega_3 - \omega_4 + \omega_1*\omega_2*\omega_3 + \omega_1*\omega_2*\omega_4",False,semantic_equivalent,156.5,2213
v6_DeepSeek-V_L4_cot_random_r0,DeepSeek-V4-Pro,Mixed Expansion,4,cot,random,minkowski_4,4,0,True,none,-\text{TRI}_{3} - \text{STR}_{4} + \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} + \text{BLK}_{1} * \text{DIA}_{2} * \text{STR}_{4},False,semantic_equivalent,107.7,3019
v6_MiniMax-M2_L3_cot_random_r1,MiniMax-M2.5,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,2 * BLK_{1} * DIA_{2} * TRI_{3} * STR_{4},False,semantic_equivalent,134.0,2395
v6_Qwen3-14B_L4_cot_abstract_r2,Qwen3-14B,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,,uncertain,**,False,uncertain,71.4,4718
v6_GLM-Z1-9B-_L3_cot_standard_r2,GLM-Z1-9B-0414,Graded Commutator,3,cot,standard,minkowski_4,4,2,True,none,2 e_1 e_2 e_3 e_4,False,semantic_equivalent,125.7,1319
v6_MiniMax-M2_L3_cot_random_r2,MiniMax-M2.5,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,2 * (BLK_{1} * DIA_{2} * TRI_{3} * STR_{4}),False,semantic_equivalent,133.5,2018
v6_DeepSeek-V_L3_cot_random_r2,DeepSeek-V4-Flash,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,** 2 * (BLK₁ * DIA₂ * TRI₃ * STR₄),False,semantic_equivalent,250.6,1513
v6_DeepSeek-V_L4_cot_abstract_r2,DeepSeek-V4-Pro,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,True,none,"**

-\omega_3 - \omega_4 + \omega_1*\omega_2*\omega_3 + \omega_1*\omega_2*\omega_4",False,semantic_equivalent,155.1,2974
v6_DeepSeek-V_L4_cot_abstract_r0,DeepSeek-V4-Flash,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,** -\omega_3 - \omega_4 + \omega_1 \omega_2 \omega_3 + \omega_1 \omega_2 \omega_4,False,semantic_equivalent,180.5,4048
v6_MiniMax-M2_L4_cot_standard_r1,MiniMax-M2.5,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,- e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4,False,semantic_equivalent,85.6,1816
v6_DeepSeek-V_L4_cot_random_r1,DeepSeek-V4-Pro,Mixed Expansion,4,cot,random,minkowski_4,4,1,True,none,"**  

-\text{TRI}_{3} - \text{STR}_{4} + \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} + \text{BLK}_{1} * \text{DIA}_{2} * \text{STR}_{4}",False,semantic_equivalent,136.8,1842
